Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,
Data,5,record,timestamp,"999201088",s,position_lat,"477534865",semicircles,position_long,"-1255775183",semicircles,distance,"1452.56",m,altitude,"1612.8000000000002",m,enhanced_altitude,"1612.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201098",s,position_lat,"477534984",semicircles,position_long,"-1255764566",semicircles,distance,"1528.43",m,altitude,"1611.8000000000002",m,enhanced_altitude,"1611.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201108",s,position_lat,"477535222",semicircles,position_long,"-1255762060",semicircles,distance,"1546.47",m,altitude,"1611.6",m,enhanced_altitude,"1611.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201118",s,position_lat,"477535580",semicircles,position_long,"-1255760747",semicircles,distance,"1556.43",m,altitude,"1611.4",m,enhanced_altitude,"1611.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201128",s,position_lat,"477535103",semicircles,position_long,"-1255759316",semicircles,distance,"1567.58",m,altitude,"1611.4",m,enhanced_altitude,"1611.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201138",s,position_lat,"477534865",semicircles,position_long,"-1255758362",semicircles,distance,"1574.76",m,altitude,"1611.1999999999998",m,enhanced_altitude,"1611.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201148",s,position_lat,"477535342",semicircles,position_long,"-1255755618",semicircles,distance,"1594.86",m,altitude,"1611.0",m,enhanced_altitude,"1611.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201158",s,position_lat,"477534984",semicircles,position_long,"-1255753112",semicircles,distance,"1613.07",m,altitude,"1610.8000000000002",m,enhanced_altitude,"1610.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201168",s,position_lat,"477534029",semicircles,position_long,"-1255752397",semicircles,distance,"1623.34",m,altitude,"1610.8000000000002",m,enhanced_altitude,"1610.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201178",s,position_lat,"477529973",semicircles,position_long,"-1255750726",semicircles,distance,"1663.03",m,altitude,"1610.8000000000002",m,enhanced_altitude,"1610.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201188",s,position_lat,"477528540",semicircles,position_long,"-1255749532",semicircles,distance,"1678.87",m,altitude,"1610.8000000000002",m,enhanced_altitude,"1610.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201198",s,position_lat,"477527706",semicircles,position_long,"-1255746670",semicircles,distance,"1700.76",m,altitude,"1610.8000000000002",m,enhanced_altitude,"1610.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201208",s,position_lat,"477527110",semicircles,position_long,"-1255743926",semicircles,distance,"1721.15",m,altitude,"1610.6",m,enhanced_altitude,"1610.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201218",s,position_lat,"477525678",semicircles,position_long,"-1255741063",semicircles,distance,"1745.58",m,altitude,"1610.4",m,enhanced_altitude,"1610.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201228",s,position_lat,"477525439",semicircles,position_long,"-1255738317",semicircles,distance,"1765.31",m,altitude,"1610.1999999999998",m,enhanced_altitude,"1610.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201238",s,position_lat,"477524604",semicircles,position_long,"-1255735813",semicircles,distance,"1784.83",m,altitude,"1610.0",m,enhanced_altitude,"1610.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201248",s,position_lat,"477524366",semicircles,position_long,"-1255732592",semicircles,distance,"1807.96",m,altitude,"1609.6",m,enhanced_altitude,"1609.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201258",s,position_lat,"477524485",semicircles,position_long,"-1255729848",semicircles,distance,"1827.59",m,altitude,"1609.4",m,enhanced_altitude,"1609.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201268",s,position_lat,"477524127",semicircles,position_long,"-1255728655",semicircles,distance,"1836.75",m,altitude,"1609.1999999999998",m,enhanced_altitude,"1609.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201278",s,position_lat,"477521383",semicircles,position_long,"-1255723286",semicircles,distance,"1882.87",m,altitude,"1608.8000000000002",m,enhanced_altitude,"1608.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201288",s,position_lat,"477520906",semicircles,position_long,"-1255721497",semicircles,distance,"1896.41",m,altitude,"1608.6",m,enhanced_altitude,"1608.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201298",s,position_lat,"477520785",semicircles,position_long,"-1255714338",semicircles,distance,"1947.57",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201308",s,position_lat,"477520667",semicircles,position_long,"-1255707061",semicircles,distance,"1999.58",m,altitude,"1607.0",m,enhanced_altitude,"1607.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201318",s,position_lat,"477520309",semicircles,position_long,"-1255705391",semicircles,distance,"2011.97",m,altitude,"1607.0",m,enhanced_altitude,"1607.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201328",s,position_lat,"477520785",semicircles,position_long,"-1255703482",semicircles,distance,"2026.32",m,altitude,"1606.6",m,enhanced_altitude,"1606.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201338",s,position_lat,"477520309",semicircles,position_long,"-1255700857",semicircles,distance,"2045.59",m,altitude,"1606.4",m,enhanced_altitude,"1606.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201348",s,position_lat,"477520190",semicircles,position_long,"-1255695369",semicircles,distance,"2084.82",m,altitude,"1606.1999999999998",m,enhanced_altitude,"1606.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201358",s,position_lat,"477521502",semicircles,position_long,"-1255685347",semicircles,distance,"2157.46",m,altitude,"1605.8000000000002",m,enhanced_altitude,"1605.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201368",s,position_lat,"477522099",semicircles,position_long,"-1255678070",semicircles,distance,"2209.76",m,altitude,"1605.4",m,enhanced_altitude,"1605.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201378",s,position_lat,"477520785",semicircles,position_long,"-1255667571",semicircles,distance,"2285.77",m,altitude,"1604.4",m,enhanced_altitude,"1604.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201388",s,position_lat,"477519474",semicircles,position_long,"-1255657072",semicircles,distance,"2361.77",m,altitude,"1603.4",m,enhanced_altitude,"1603.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201398",s,position_lat,"477519594",semicircles,position_long,"-1255655402",semicircles,distance,"2373.76",m,altitude,"1603.4",m,enhanced_altitude,"1603.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201408",s,position_lat,"477521025",semicircles,position_long,"-1255642517",semicircles,distance,"2466.79",m,altitude,"1602.1999999999998",m,enhanced_altitude,"1602.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201418",s,position_lat,"477521859",semicircles,position_long,"-1255635120",semicircles,distance,"2520.21",m,altitude,"1601.6",m,enhanced_altitude,"1601.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201428",s,position_lat,"477522576",semicircles,position_long,"-1255627843",semicircles,distance,"2572.64",m,altitude,"1601.0",m,enhanced_altitude,"1601.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201438",s,position_lat,"477522934",semicircles,position_long,"-1255626888",semicircles,distance,"2580.23",m,altitude,"1601.0",m,enhanced_altitude,"1601.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201448",s,position_lat,"477523531",semicircles,position_long,"-1255626650",semicircles,distance,"2586.05",m,altitude,"1601.0",m,enhanced_altitude,"1601.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201458",s,position_lat,"477525678",semicircles,position_long,"-1255624502",semicircles,distance,"2611.29",m,altitude,"1600.8000000000002",m,enhanced_altitude,"1600.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201468",s,position_lat,"477525917",semicircles,position_long,"-1255623548",semicircles,distance,"2618.46",m,altitude,"1600.8000000000002",m,enhanced_altitude,"1600.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201478",s,position_lat,"477525797",semicircles,position_long,"-1255623070",semicircles,distance,"2622.05",m,altitude,"1600.6",m,enhanced_altitude,"1600.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201488",s,position_lat,"477525559",semicircles,position_long,"-1255622950",semicircles,distance,"2624.43",m,altitude,"1600.6",m,enhanced_altitude,"1600.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201498",s,position_lat,"477523650",semicircles,position_long,"-1255623428",semicircles,distance,"2642.57",m,altitude,"1600.8000000000002",m,enhanced_altitude,"1600.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201508",s,position_lat,"477523173",semicircles,position_long,"-1255622832",semicircles,distance,"2648.73",m,altitude,"1600.8000000000002",m,enhanced_altitude,"1600.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201518",s,position_lat,"477523053",semicircles,position_long,"-1255614958",semicircles,distance,"2705.0",m,altitude,"1600.4",m,enhanced_altitude,"1600.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201528",s,position_lat,"477522457",semicircles,position_long,"-1255613645",semicircles,distance,"2715.91",m,altitude,"1600.1999999999998",m,enhanced_altitude,"1600.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201538",s,position_lat,"477520785",semicircles,position_long,"-1255613526",semicircles,distance,"2731.51",m,altitude,"1600.1999999999998",m,enhanced_altitude,"1600.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201548",s,position_lat,"477519594",semicircles,position_long,"-1255614600",semicircles,distance,"2745.03",m,altitude,"1600.4",m,enhanced_altitude,"1600.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201558",s,position_lat,"477518638",semicircles,position_long,"-1255614958",semicircles,distance,"2754.3",m,altitude,"1600.4",m,enhanced_altitude,"1600.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201568",s,position_lat,"477519474",semicircles,position_long,"-1255606606",semicircles,distance,"2814.48",m,altitude,"1599.6",m,enhanced_altitude,"1599.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201578",s,position_lat,"477519832",semicircles,position_long,"-1255604817",semicircles,distance,"2827.69",m,altitude,"1599.4",m,enhanced_altitude,"1599.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201588",s,position_lat,"477520548",semicircles,position_long,"-1255602789",semicircles,distance,"2843.65",m,altitude,"1599.4",m,enhanced_altitude,"1599.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201598",s,position_lat,"477521025",semicircles,position_long,"-1255595272",semicircles,distance,"2897.54",m,altitude,"1598.8000000000002",m,enhanced_altitude,"1598.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201608",s,position_lat,"477521859",semicircles,position_long,"-1255590500",semicircles,distance,"2932.51",m,altitude,"1598.6",m,enhanced_altitude,"1598.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201618",s,position_lat,"477521859",semicircles,position_long,"-1255583461",semicircles,distance,"2982.81",m,altitude,"1598.1999999999998",m,enhanced_altitude,"1598.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201628",s,position_lat,"477522338",semicircles,position_long,"-1255580121",semicircles,distance,"3007.09",m,altitude,"1598.1999999999998",m,enhanced_altitude,"1598.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201638",s,position_lat,"477522815",semicircles,position_long,"-1255577496",semicircles,distance,"3026.36",m,altitude,"1598.1999999999998",m,enhanced_altitude,"1598.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201648",s,position_lat,"477524962",semicircles,position_long,"-1255571173",semicircles,distance,"3075.78",m,altitude,"1597.8000000000002",m,enhanced_altitude,"1597.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201658",s,position_lat,"477525439",semicircles,position_long,"-1255568071",semicircles,distance,"3098.39",m,altitude,"1597.6",m,enhanced_altitude,"1597.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201668",s,position_lat,"477526275",semicircles,position_long,"-1255560674",semicircles,distance,"3151.81",m,altitude,"1597.0",m,enhanced_altitude,"1597.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201678",s,position_lat,"477526513",semicircles,position_long,"-1255556498",semicircles,distance,"3181.73",m,altitude,"1596.6",m,enhanced_altitude,"1596.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201688",s,position_lat,"477527706",semicircles,position_long,"-1255545880",semicircles,distance,"3258.41",m,altitude,"1595.8000000000002",m,enhanced_altitude,"1595.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201698",s,position_lat,"477528899",semicircles,position_long,"-1255535262",semicircles,distance,"3335.09",m,altitude,"1595.1999999999998",m,enhanced_altitude,"1595.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201708",s,position_lat,"477529615",semicircles,position_long,"-1255530967",semicircles,distance,"3366.49",m,altitude,"1595.1999999999998",m,enhanced_altitude,"1595.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201718",s,position_lat,"477530450",semicircles,position_long,"-1255520349",semicircles,distance,"3442.76",m,altitude,"1595.0",m,enhanced_altitude,"1595.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201728",s,position_lat,"477531166",semicircles,position_long,"-1255514861",semicircles,distance,"3482.53",m,altitude,"1594.8000000000002",m,enhanced_altitude,"1594.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201738",s,position_lat,"477531643",semicircles,position_long,"-1255509373",semicircles,distance,"3522.0",m,altitude,"1594.1999999999998",m,enhanced_altitude,"1594.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201748",s,position_lat,"477531643",semicircles,position_long,"-1255506033",semicircles,distance,"3545.87",m,altitude,"1594.0",m,enhanced_altitude,"1594.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201758",s,position_lat,"477531882",semicircles,position_long,"-1255504959",semicircles,distance,"3553.85",m,altitude,"1594.0",m,enhanced_altitude,"1594.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201768",s,position_lat,"477532240",semicircles,position_long,"-1255504243",semicircles,distance,"3559.96",m,altitude,"1593.8000000000002",m,enhanced_altitude,"1593.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201778",s,position_lat,"477534268",semicircles,position_long,"-1255503408",semicircles,distance,"3579.8",m,altitude,"1593.8000000000002",m,enhanced_altitude,"1593.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201788",s,position_lat,"477532478",semicircles,position_long,"-1255492670",semicircles,distance,"3658.32",m,altitude,"1593.1999999999998",m,enhanced_altitude,"1593.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201798",s,position_lat,"477530808",semicircles,position_long,"-1255489330",semicircles,distance,"3686.82",m,altitude,"1592.8000000000002",m,enhanced_altitude,"1592.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201808",s,position_lat,"477525917",semicircles,position_long,"-1255481217",semicircles,distance,"3760.6",m,altitude,"1592.4",m,enhanced_altitude,"1592.4",m,,,,,,,,,,
Data,5,record,timestamp,"999201818",s,position_lat,"477523411",semicircles,position_long,"-1255478592",semicircles,distance,"3790.57",m,altitude,"1592.1999999999998",m,enhanced_altitude,"1592.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999201828",s,position_lat,"477521980",semicircles,position_long,"-1255475371",semicircles,distance,"3817.18",m,altitude,"1592.0",m,enhanced_altitude,"1592.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201838",s,position_lat,"477520429",semicircles,position_long,"-1255473462",semicircles,distance,"3837.07",m,altitude,"1592.0",m,enhanced_altitude,"1592.0",m,,,,,,,,,,
Data,5,record,timestamp,"999201848",s,position_lat,"477519116",semicircles,position_long,"-1255472150",semicircles,distance,"3852.49",m,altitude,"1591.8000000000002",m,enhanced_altitude,"1591.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201858",s,position_lat,"477517923",semicircles,position_long,"-1255471434",semicircles,distance,"3864.74",m,altitude,"1591.8000000000002",m,enhanced_altitude,"1591.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201868",s,position_lat,"477512316",semicircles,position_long,"-1255465946",semicircles,distance,"3930.12",m,altitude,"1590.8000000000002",m,enhanced_altitude,"1590.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201878",s,position_lat,"477511481",semicircles,position_long,"-1255465350",semicircles,distance,"3939.01",m,altitude,"1590.8000000000002",m,enhanced_altitude,"1590.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999201888",s,position_lat,"477508737",semicircles,position_long,"-1255464276",semicircles,distance,"3965.73",m,altitude,"1590.6",m,enhanced_altitude,"1590.6",m,,,,,,,,,,
Data,5,record,timestamp,"999201898",s,position_lat,"477505158",semicircles,position_long,"-1255463441",semicircles,distance,"3999.66",m,altitude,"1590.4",m,enhanced_altitude,"1590.4",m,,,,,,,,,,
